name,yrnom,posit,recess,success,id,analu,seatid,spaethid,zukid,birdate,biryear,birthcit,birthst,childcit,childst,childsur,famses,famjud,nomrelig,natorig,race,gender,mothname,fathname,fathoccu,fathpol,fathpoln,undsch,undsta,unddat,undschn,gradsch,gradsta,graddat,gradschn,lawsch,lawsta,lawdat,lawschn,read,readst,readyr,readn,marryn,spouse,marryr,child,militbr,milityr1,milityr2,militran,militwar,clerkj,clerkyr1,clerkyr2,barst1,baryr1,barst2,baryr2,barst3,baryr3,privtyp1,privst1,privyrf1,privyrl1,privtyp2,privst2,privyrf2,privyrl2,schname1,schrank1,schyrf1,schyrl1,schname2,schrank2,schyrf2,schyrl2,schn,schcon,sttrist,sttriyr1,sttriyr2,stapst,stapyr1,stapyr2,stsupst,stsupyr1,stsupyr2,feddist,feddi,feddiyr1,feddiyr2,fedca,fedcayr1,fedcayr2,usasat,usasat1,usasat2,usat,usat1,usat2,ussgo1,ussgo2,ussg1,ussg2,usago1,usago2,usag1,usag2,uscab,uscab1,uscab2,ussec,ussec1,ussec2,usage,usage1,usage2,usagh,usagh1,usagh2,uspres1,uspres2,ushr1,ushryrf1,ushryrl1,ushr2,ushryrf2,ushryrl2,ussn1,ussnyrf1,ussnyrl1,ussn2,ussnyrf2,ussnyrl2,conconv,concong,concong1,concong2,artcon,artcon1,artcon2,artconsp,citat,citat1,citat2,cdep,cdep1,cdep2,cdis,cdis1,cdis2,saag,saag1,saag2,stag,stag1,stag2,ltgov,ltgov1,ltgov2,gov,gov1,gov2,stcab,stcab1,stcab2,mayor,mayor1,mayor2,stsenate,stsen1,stsen2,sthouse,sthse1,sthse2,ctycl,ctycl1,ctycl2,commsn,commsn1,commsn2,datenom,datesen,judnom,usjnom,stjnom,prsznom,prstnom,prposnom,prschnom,govatnom,uslenom,uslesnom,stlenom,stlesnom,stexpnom,stexsnom,usexnom,yrposnom,agenom,stnom,parnom,prparnom,prdssr,presname,prespart,nompres,socpres,econpres,senparty,nomsen,ideo,mednmq1,medmq1,mednmq2,medmq2,qual,abarate,abavote,heardate,heardays,comdvote,comvote,intpro,intanti,sendate,senact,sensupp,senopp,serve,withdraw,dateserb,npart,nops,judgment,ndis,nconr,ncons,percrim,ncrim,percr,ncr,perfir,nfir,perunn,nunn,perecon,necon,perfed,nfed,perftax,nftax,datesere,agedep,reasdep,postdep,scssr,deathd,deathcit,deathst,deathag
"Carswell, G. Harrold",1970,associat,"no, not","no, nomi","154. carswell, g. harrold",first re,3.2,no spaet,05.14.01,12/22/19,1919,irwinton,georgia,irwinton,georgia,small to,upper,no tradi,episcopa,english/irish,white,male,"Wood, Ethel Claire","Carswell, George Henry",lawyer,state le,2,duke uni,graduate,1941,1,no gradu,no gradu,no gradu,no gradu,mercer u,graduate,1948,2,888. NOMINEE DID NOT READ LAW,nominee,nominee,nominee,2,"Simmons, Virginia",1944,4,navy,1942,1945,lieutena,world wa,nominee did not clerk for a supreme court justice,nominee,nominee,georgia,1948,florida,1948,nominee,nominee,solo pra,georgia,1948,1948,law  fir,florida,1951,1953,didn't t,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,florida,"florida,",1958,1969,court of,1969,1970,nominee,nominee,nominee,"florida,",1953,1958,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,no: nomi,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee did not serve on a st commission,nominee,nominee,1/19/70,1/19/70,u.s. cou,u.s. cou,nominee,not a pv,not a pv,nominee,nominee,nominee,nominee,nominee,nominee,nominee,888,nominee,nominee,1,50,florida,republic,democrat,"Fortas, Abe","nixon, richard milhous",republic,0.561,44.9,47.7,democrat,-0.0705,0.04,marshall,-0.78,"black, h",0.177,0.111,qualified,unanimou,1/27/70,5,2/16/70,reported,1,5,4/8/70,rejected,45,51,nominati,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,nominee not,nominee not,nominee not,nominee not,nominee not,nominee not,nominee n,nominee not,nominee n,nominee not,nominee n,nominee not,nominee n,nominee not,nominee n,nominee not,nominee n,nominee not,nominee n,nominee not,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,nominee,nominee not confirmed or did not serve,nominee,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,7/13/92,tallahas,florida,72
"Blackmun, Harry Andrew",1970,associat,"no, not","yes, nom","155. blackmun, harry andrew",first re,3.21,100,08.05.03,11/12/08,1908,nashvill,illinois,minneapo,minnesot,urban (l,middle,no tradi,methodis,english/german,white,male,"Reuter, Theo","Blackmun, Corwin",businessman,no polit,no polit,harvard,graduate,1929,1,no gradu,no gradu,no gradu,no gradu,harvard,graduate,1932,1,888. NOMINEE DID NOT READ LAW,nominee,nominee,nominee,1,"Clark, Dorothy E.",1941,3,did not,did not,did not,did not,did not,nominee did not clerk for a supreme court justice,nominee,nominee,minnesot,1932,nominee,nominee,nominee,nominee,law  fir,minnesot,1933,1950,counsel,minnesot,1950,1959,mitchell,instruct,1935,1941,minnesot,instruct,1945,1947,2,no,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,court of,1959,1970,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,no: nomi,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee did not serve on a st commission,nominee,nominee,4/15/70,4/15/70,u.s. cou,u.s. cou,nominee,not a pv,not a pv,nominee,nominee,nominee,nominee,nominee,nominee,nominee,888,nominee,nominee,11,61,minnesot,republic,no known,"Fortas, Abe","nixon, richard milhous",republic,0.561,44.9,47.7,democrat,-0.0705,0.115,marshall,-0.78,"black, h",0.177,0.97,meets high standards of professional competence,unanimou,4/29/70,1,5/6/70,reported,3,0,5/12/70,confirme,94,0,nominee,888. NOMINATION NOT WITHDRAWN,6/9/70,3240,304,10,256,111,144,42.48,718,62.13,602,56.46,271,60.9,133,54.84,578,67.38,141,74.44,90,8/3/94,85,advanced age,justice,"Breyer, Stephen G.",3/4/99,arlingto,virginia,90
"Powell, Lewis Franklin, Jr.",1971,associat,"no, not","yes, nom","156. powell, lewis franklin, jr.",first re,2.25,101,888,9/19/07,1907,"suffolk,",virginia,"norfolk,",virginia,urban (l,upper,no tradi,presbyte,english/welsh,white,male,"Gwathmey, Mary","Powell, Lewis F.",businessman,no polit,no polit,washingt,graduate,1929,1,harvard,ll.m (af,1932,1,washingt,graduate,1931,1,888. NOMINEE DID NOT READ LAW,nominee,nominee,nominee,1,"Rucker, Josephine M.",1936,4,army air,1942,1946,colonel,world wa,nominee did not clerk for a supreme court justice,nominee,nominee,virginia,1933,nominee,nominee,nominee,nominee,law  fir,virginia,1933,1934,law  fir,virginia,1955,1971,didn't t,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,no: nomi,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee did not serve on a st commission,nominee,nominee,10/22/71,10/22/71,nominee,nominee,nominee,law  fir,virginia,nominee,nominee,nominee,nominee,nominee,nominee,nominee,888,nominee,nominee,38,64,virginia,democrat,no known,"Black, Hugo Lafayette","nixon, richard milhous",republic,0.561,44.9,47.7,democrat,-0.066,0.165,"harlan,",0.453,"white, b",0.776,1,in an exceptional degree meets high standards of professiona,unanimou,11/3/71,5,11/23/71,reported,6,2,12/6/71,confirme,89,1,nominee,888. NOMINATION NOT WITHDRAWN,1/7/72,2127,242,12,152,109,77,29.08,478,40.89,428,45.98,174,50.54,93,44.16,351,60.47,86,56.14,57,6/26/87,79,advanced age,justice,"Kennedy, Anthony McLeod",8/25/98,richmond,virginia,90
"Rehnquist, William Hubbs",1971,associat,"no, not","yes, nom","157. rehnquist, william hubbs",first re,10.07,102,888,10/1/24,1924,milwauke,wisconsi,milwauke,wisconsi,urban (l,upper-mi,no tradi,lutheran,scandinavian,white,male,"Peck, Margery","Rehnquist, William B.",sales,no polit,no polit,stanford,graduate,1948,1,harvard,m.a. or,1950,2,stanford,graduate,1952,1,888. NOMINEE DID NOT READ LAW,nominee,nominee,nominee,1,"Cornell, Natalie",1953,3,army air,1943,1946,sergeant,world wa,robert jackson,1952,1953,arizona,1953,nominee,nominee,nominee,nominee,law  fir,arizona,1953,1955,law  fir,arizona,1960,1969,didn't t,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,1969,1971,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,no: nomi,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee did not serve on a st commission,nominee,nominee,10/22/71,10/22/71,nominee,nominee,nominee,not a pv,not a pv,nominee,nominee,u.s. ass,nominee,nominee,nominee,nominee,888,nominee,nominee,2,47,arizona,republic,no known,"Harlan, John Marshall (II)","nixon, richard milhous",republic,0.561,44.9,47.7,democrat,-0.066,0.045,"harlan,",0.453,"white, b",0.776,0.885,qualified,unanimou,11/3/71,5,11/23/71,reported,2,9,12/10/71,confirme,68,26,nominee,888. NOMINATION NOT WITHDRAWN,1/7/72,2072,230,12,219,32,43,14.51,441,25.18,417,18.56,167,48.31,89,40.54,370,31.33,83,62.5,56,9/26/86,61,promoted to chief justice,u.s. sup,"Scalia, Antonin",9/3/05,washingt,district,80
"Stevens, John Paul",1975,associat,"no, not","yes, nom","158. stevens, john paul",first re,5.14,103,07.05.03,4/20/20,1920,"chicago,",illinois,"chicago,",illinois,urban (l,upper,no tradi,protesta,english,white,male,"Street, Elizabeth","Stevens, Ernest J.",businessman,no polit,no polit,"chicago,",graduate,1941,1,no gradu,no gradu,no gradu,no gradu,northwes,graduate,1947,1,888. NOMINEE DID NOT READ LAW,nominee,nominee,nominee,2,"Simon, Maryan Mulholland",1980,4,navy,1942,1945,lt. comm,world wa,wiley rutledge,1947,1948,illinois,1949,nominee,nominee,nominee,nominee,law  fir,illinois,1949,1952,law  fir,illinois,1952,1970,northwes,lecturer,1950,1954,"chicago,",lecturer,1954,1958,2,no,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,court of,1970,1975,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,1953,1955,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,no: nomi,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee did not serve on a st commission,nominee,nominee,11/28/75,12/1/75,u.s. cou,u.s. cou,nominee,not a pv,not a pv,nominee,nominee,nominee,nominee,nominee,nominee,nominee,888,nominee,nominee,5,55,illinois,republic,no known,"Douglas, William Orville","ford, gerald rudolph",republic,0.532,39.3,38.8,democrat,-0.204,0.25,"white, b",0.635,"stewart,",0.603,0.96,meets high standards of professional competence,unanimou,12/8/75,3,12/11/75,reported,3,3,12/17/75,confirme,98,0,nominee,888. NOMINATION NOT WITHDRAWN,12/19/75,3710,378,20,620,169,206,66.4,875,64.61,633,67.17,265,63.11,122,58.2,677,56.5,200,59.38,96,6/30/10,90,advanced age,justice,"Kagan, Elena",777. JUSTICE OR NOMINEE STILL ALIVE,justice,justice,justice/
"O'Connor, Sandra Day",1981,associat,"no, not","yes, nom","159. oconnor, sandra day",first re,9.18,104,888,3/26/30,1930,"el paso,",texas,"el paso,",texas,urban (l,upper-mi,no tradi,episcopa,english,white,female,"Wilkey, Ada Mae","Day, Harry A.",rancher,no polit,no polit,stanford,graduate,1950,1,no gradu,no gradu,no gradu,no gradu,stanford,graduate,1952,1,888. NOMINEE DID NOT READ LAW,nominee,nominee,nominee,1,"O'Connor, John",1952,3,did not,did not,did not,did not,did not,nominee did not clerk for a supreme court justice,nominee,nominee,californ,1952,arizona,1957,nominee,nominee,small pa,arizona,1958,1965,only one,only one,only one,only one,didn't t,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,arizona,1975,1979,arizona,1979,1981,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,no: nomi,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,californ,1952,1953,nominee,nominee,nominee,arizona,1965,1969,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,arizona,1969,1975,nominee,nominee,nominee,nominee,nominee,nominee,nominee did not serve on a st commission,nominee,nominee,8/19/81,8/19/81,state ap,nominee,arizona,not a pv,not a pv,nominee,nominee,nominee,nominee,nominee,nominee,nominee,888,nominee,nominee,2,51,arizona,republic,no known,"Stewart, Potter","reagan, ronald wilson",republic,0.693,18,17.6,republic,0.067,0.415,"white, b",0.155,"white, b",0.086,1,meets high standards of professional competence,vote unc,9/9/81,3,9/15/81,reported,12,5,9/21/81,confirme,99,0,nominee,888. NOMINATION NOT WITHDRAWN,9/25/81,2603,289,12,160,108,74,26.38,618,45.48,420,41.92,198,41.46,82,43.17,454,48.03,152,58.9,73,1/31/06,75,advanced age,justice,"Alito, Samuel A., Jr.",777. JUSTICE OR NOMINEE STILL ALIVE,justice,justice,justice/
"Rehnquist, William Hubbs",1986,chief ju,"no, not","yes, nom","160. rehnquist, william hubbs",second r,1.23,102,888,10/1/24,1924,milwauke,wisconsi,milwauke,wisconsi,urban (l,upper-mi,no tradi,lutheran,scandinavian,white,male,"Peck, Margery","Rehnquist, William B.",sales,no polit,no polit,stanford,graduate,1948,1,harvard,m.a. or,1950,2,stanford,graduate,1952,1,888. NOMINEE DID NOT READ LAW,nominee,nominee,nominee,1,"Cornell, Natalie",1953,3,army air,1943,1946,sergeant,world wa,robert jackson,1952,1953,arizona,1953,nominee,nominee,nominee,nominee,law  fir,arizona,1953,1955,law  fir,arizona,1960,1969,didn't t,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,1969,1971,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,no: nomi,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee did not serve on a st commission,nominee,nominee,6/20/86,6/20/86,u.s. sup,u.s. sup,nominee,not a pv,not a pv,nominee,nominee,nominee,nominee,nominee,nominee,nominee,888,nominee,nominee,15,61,arizona,republic,no known,"Burger, Warren Earl","reagan, ronald wilson",republic,0.693,18,17.6,republic,0.0605,0.045,"powell,",0.659,"powell,",0.781,0.4,well qualified,unanimou,7/29/86,4,8/14/86,reported,6,14,9/17/86,confirme,65,33,nominee,888. NOMINATION NOT WITHDRAWN,9/26/86,1848,209,9,84,13,14,19.69,447,30.66,274,25.93,135,31.37,51,45.05,333,46.55,116,77.8,54,9/3/05,80,died in office,justice,"Roberts, John G., Jr.",9/3/05,washingt,district,80
"Scalia, Antonin",1986,associat,"no, not","yes, nom","161. scalia, antonin",first re,10.08,105,DC.04.06,3/11/36,1936,"trenton,",new jers,"queens,",new york,urban (l,middle,no tradi,roman ca,italian,white,male,"Panaro, Catherine","Scalia, Eugene",professor,no polit,no polit,georgeto,graduate,1957,1,fribourg,attended,1957,1,harvard,graduate,1960,1,888. NOMINEE DID NOT READ LAW,nominee,nominee,nominee,1,"McCarthy, Maureen",1960,9,did not,did not,did not,did not,did not,nominee did not clerk for a supreme court justice,nominee,nominee,ohio,1962,virginia,1970,nominee,nominee,law  fir,ohio,1961,1967,only one,only one,only one,only one,virginia,professo,1967,1974,"chicago,",professo,1977,1982,2,no,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,court of,1982,1986,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,1974,1977,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,white ho,1971,1972,administ,1972,1974,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,no: nomi,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee did not serve on a st commission,nominee,nominee,6/24/86,6/24/86,u.s. cou,u.s. cou,nominee,not a pv,not a pv,nominee,nominee,nominee,nominee,nominee,nominee,nominee,888,nominee,nominee,4,50,virginia,republic,no known,"Rehnquist, William Hubbs","reagan, ronald wilson",republic,0.693,18,17.6,republic,0.0605,0,"powell,",0.659,"powell,",0.781,1,well qualified,unanimou,8/5/86,2,8/14/86,reported,6,9,9/17/86,confirme,98,0,nominee,888. NOMINATION NOT WITHDRAWN,9/26/86,2358,248,17,216,129,166,27.03,592,30.66,362,29.27,164,33.33,60,41.69,439,51.05,143,69.35,62,999. JUSTICE STILL ON COURT,justice,justice still on court,justice,999. JUSTICE STILL ON COURT,999. JUSTICE STILL ON COURT,justice,justice,justice
"Bork, Robert H.",1987,associat,"no, not","no, nomi","162. bork, robert h.",first re,2.26,no spaet,DC.05.04,3/1/27,1927,pittsbur,pennsylv,pittsbur,pennsylv,urban (l,middle,no tradi,presbyte,unknown,white,male,"Kunkle, Elizabeth","Bork, Harry Philip",purchasing officer,no polit,no polit,"chicago,",graduate,1948,1,no gradu,no gradu,no gradu,no gradu,"chicago,",graduate,1953,1,888. NOMINEE DID NOT READ LAW,nominee,nominee,nominee,2,"Pohl, Mary Ellen",1982,3,marines,1945,1952,lieutena,world wa,nominee did not clerk for a supreme court justice,nominee,nominee,illinois,1953,district,1977,nominee,nominee,law  fir,illinois,1955,1962,law  fir,district,1981,1982,yale uni,professo,1962,1981,nominee,nominee,nominee,nominee,1,no,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,court of,1982,1987,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,1973,1977,nominee,nominee,1973,1974,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,no: nomi,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee did not serve on a st commission,nominee,nominee,7/7/87,7/7/87,u.s. cou,u.s. cou,nominee,not a pv,not a pv,nominee,nominee,nominee,nominee,nominee,nominee,nominee,888,nominee,nominee,5,60,district,republic,no known,"Powell, Lewis Franklin, Jr.","reagan, ronald wilson",republic,0.693,18,17.6,democrat,-0.127,0.095,"powell,",0.781,"powell,",0.752,0.79,well qualified,divided,9/15/87,12,10/6/87,reported,19,116,10/23/87,rejected,42,58,nominati,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,nominee not,nominee not,nominee not,nominee not,nominee not,nominee not,nominee n,nominee not,nominee n,nominee not,nominee n,nominee not,nominee n,nominee not,nominee n,nominee not,nominee n,nominee not,nominee n,nominee not,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,nominee,nominee not confirmed or did not serve,nominee,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,777. JUSTICE OR NOMINEE STILL ALIVE,justice,justice,justice/
"Kennedy, Anthony McLeod",1987,associat,"no, not","yes, nom","163. kennedy, anthony mcleod",first re,2.27,106,09.06.03,7/23/36,1936,sacramen,californ,sacramen,californ,urban (l,upper-mi,no tradi,roman ca,irish,white,male,"McLeod, Gladys","Kennedy, Anthony",lawyer,no polit,no polit,stanford,graduate,1958,1,no gradu,no gradu,no gradu,no gradu,harvard,graduate,1961,1,888. NOMINEE DID NOT READ LAW,nominee,nominee,nominee,1,"Davis, Mary",1963,3,national,1961,1961,private,served i,nominee did not clerk for a supreme court justice,nominee,nominee,californ,1961,nominee,nominee,nominee,nominee,law  fir,californ,1961,1963,law  fir,californ,1963,1976,universi,lecturer,1965,1988,nominee,nominee,nominee,nominee,1,no,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,court of,1975,1988,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,no: nomi,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee did not serve on a st commission,nominee,nominee,11/30/87,11/30/87,u.s. cou,u.s. cou,nominee,not a pv,not a pv,nominee,nominee,nominee,nominee,nominee,nominee,nominee,888,nominee,nominee,12,51,californ,republic,no known,"Powell, Lewis Franklin, Jr.","reagan, ronald wilson",republic,0.693,18,17.6,democrat,-0.127,0.365,"powell,",0.752,"white, b",0.902,0.89,well qualified,unanimou,12/14/87,3,1/27/88,reported,9,14,2/3/88,confirme,97,0,nominee,888. NOMINATION NOT WITHDRAWN,2/18/88,2131,223,7,92,90,54,32.16,538,42.41,323,44.14,145,39.22,51,43.56,404,53.44,131,79.63,54,999. JUSTICE STILL ON COURT,justice,justice still on court,justice,999. JUSTICE STILL ON COURT,999. JUSTICE STILL ON COURT,justice,justice,justice
"Souter, David H.",1990,associat,"no, not","yes, nom","164. souter, david h.",first re,4.23,107,01.02.07,9/17/39,1939,"melrose,",massachu,"weare, n",new hamp,small to,middle,no tradi,episcopa,english,white,male,"Hackett, Helen A.","Souter, Joseph A.",banker,no polit,no polit,harvard,graduate,1961,1,oxford u,rhodes s,1963,1,harvard,graduate,1966,1,888. NOMINEE DID NOT READ LAW,nominee,nominee,nominee,never ma,888. NEVER MARRIED,never ma,never ma,did not,did not,did not,did not,did not,nominee did not clerk for a supreme court justice,nominee,nominee,new hamp,1966,nominee,nominee,nominee,nominee,law  fir,new hamp,1966,1968,only one,only one,only one,only one,didn't t,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,new hamp,1978,1983,nominee,nominee,nominee,new hamp,1983,1990,nominee,nominee,nominee,nominee,court of,1990,1990,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,no: nomi,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,new hamp,1968,1976,new hamp,1976,1978,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee,nominee did not serve on a st commission,nominee,nominee,7/25/90,7/25/90,u.s. cou,u.s. cou,nominee,not a pv,not a pv,nominee,nominee,nominee,nominee,nominee,nominee,nominee,888,nominee,nominee,1,50,new hamp,republic,no known,"Brennan, William Joseph, Jr.","bush, george herbert walker",republic,0.573,32.8,33.1,democrat,-0.159,0.325,"white, b",1.014,"white, b",0.793,0.765,well qualified,unanimou,9/13/90,5,9/27/90,reported,11,17,10/2/90,confirme,90,9,nominee,888. NOMINATION NOT WITHDRAWN,10/9/90,1567,156,4,110,52,34,56.82,396,69.51,246,70.41,98,57.58,33,52.67,300,64.44,90,70.73,41,6/30/09,69,departed before physical or mental health could decline,justice,"Sotomayor, Sonia Maria",777. JUSTICE OR NOMINEE STILL ALIVE,justice,justice,justice/
